GeneID,GeneName,Synonym,Tax_ID,Organism
4916432,CD630_RS02360,CD630_RS02360,272563,Clostridioides difficile 630
4916431,CD630_RS02355,CD630_RS02355,272563,Clostridioides difficile 630
4916431,CD630_RS02355,CD630_03620,272563,Clostridioides difficile 630
4916430,CD630_RS02350,CD630_03610,272563,Clostridioides difficile 630
4916430,CD630_RS02350,CD630_RS02350,272563,Clostridioides difficile 630
4916429,CD630_RS02345,CD630_RS02345,272563,Clostridioides difficile 630
4916429,CD630_RS02345,CD630_03600,272563,Clostridioides difficile 630
4916428,CD630_RS02340,CD630_03590,272563,Clostridioides difficile 630
4916428,CD630_RS02340,CD630_RS02340,272563,Clostridioides difficile 630
4916427,CD630_RS02335,CD630_03580,272563,Clostridioides difficile 630
4916427,CD630_RS02335,CD630_RS02335,272563,Clostridioides difficile 630
4916425,CD630_RS02325,CD630_03560,272563,Clostridioides difficile 630
4916425,CD630_RS02325,CD630_RS02325,272563,Clostridioides difficile 630
4916424,CD630_RS02320,CD630_RS02320,272563,Clostridioides difficile 630
4916424,CD630_RS02320,CD630_03550,272563,Clostridioides difficile 630
4916423,CD630_RS02315,CD630_RS02315,272563,Clostridioides difficile 630
4916423,CD630_RS02315,CD630_03541,272563,Clostridioides difficile 630
4916421,CD630_RS02310,CD630_03530,272563,Clostridioides difficile 630
4916421,CD630_RS02310,CD630_RS02310,272563,Clostridioides difficile 630
4916420,CD630_RS09655,CD630_17720,272563,Clostridioides difficile 630
4916420,CD630_RS09655,CD630_RS09655,272563,Clostridioides difficile 630
4916419,CD630_RS09650,CD630_17710,272563,Clostridioides difficile 630
4916419,CD630_RS09650,CD630_RS09650,272563,Clostridioides difficile 630
4916418,CD630_RS09645,CD630_RS09645,272563,Clostridioides difficile 630
4916418,CD630_RS09645,CD630_17700,272563,Clostridioides difficile 630
4916417,CD630_RS12305,CD630_RS12305,272563,Clostridioides difficile 630
4916417,CD630_RS12305,CD630_22770,272563,Clostridioides difficile 630
4916416,CD630_RS12300,CD630_22760,272563,Clostridioides difficile 630
4916416,CD630_RS12300,CD630_RS12300,272563,Clostridioides difficile 630
4916415,CD630_RS12295,CD630_RS12295,272563,Clostridioides difficile 630
4916415,CD630_RS12295,CD630_22750,272563,Clostridioides difficile 630
4916414,CD630_RS12290,CD630_22740,272563,Clostridioides difficile 630
4916414,CD630_RS12290,CD630_RS12290,272563,Clostridioides difficile 630
4916413,ytvI,ytvI,272563,Clostridioides difficile 630
4916413,ytvI,CD630_22730,272563,Clostridioides difficile 630
4916412,CD630_RS12280,CD630_RS12280,272563,Clostridioides difficile 630
4916412,CD630_RS12280,CD630_22720,272563,Clostridioides difficile 630
4916411,CD630_RS12275,CD630_22710,272563,Clostridioides difficile 630
4916411,CD630_RS12275,CD630_RS12275,272563,Clostridioides difficile 630
4916410,pfkB,CD630_22700,272563,Clostridioides difficile 630
4916410,pfkB,pfkB,272563,Clostridioides difficile 630
4916409,CD630_RS12265,CD630_RS12265,272563,Clostridioides difficile 630
4916409,CD630_RS12265,CD630_22690,272563,Clostridioides difficile 630
4916407,CD630_RS12260,CD630_22670,272563,Clostridioides difficile 630
4916407,CD630_RS12260,CD630_RS12260,272563,Clostridioides difficile 630
4916406,CD630_RS12255,CD630_RS12255,272563,Clostridioides difficile 630
4916406,CD630_RS12255,CD630_22660,272563,Clostridioides difficile 630
4916405,CD630_RS12250,CD630_RS12250,272563,Clostridioides difficile 630
4916405,CD630_RS12250,CD630_22650,272563,Clostridioides difficile 630
4916404,CD630_RS12245,CD630_22640,272563,Clostridioides difficile 630
4916404,CD630_RS12245,CD630_RS12245,272563,Clostridioides difficile 630
4916401,CD630_RS17270,CD630_RS17270,272563,Clostridioides difficile 630
4916401,CD630_RS17270,CD630_32460,272563,Clostridioides difficile 630
4916400,prdR,prdR,272563,Clostridioides difficile 630
4916400,prdR,CD630_32450,272563,Clostridioides difficile 630
4916399,prdA,prdA,272563,Clostridioides difficile 630
4916399,prdA,CD630_32440,272563,Clostridioides difficile 630
4916398,CD630_RS17255,CD630_RS17255,272563,Clostridioides difficile 630
4916398,CD630_RS17255,CD630_32430,272563,Clostridioides difficile 630
4916397,prdB,prdB,272563,Clostridioides difficile 630
4916397,prdB,CD630_32410,272563,Clostridioides difficile 630
4916396,prdD,prdD,272563,Clostridioides difficile 630
4916396,prdD,CD630_32400,272563,Clostridioides difficile 630
4916395,CD630_RS17240,CD630_RS17240,272563,Clostridioides difficile 630
4916395,CD630_RS17240,CD630_32390,272563,Clostridioides difficile 630
4916394,CD630_RS17235,CD630_RS17235,272563,Clostridioides difficile 630
4916394,CD630_RS17235,CD630_32380,272563,Clostridioides difficile 630
4916393,CD630_RS17230,CD630_RS17230,272563,Clostridioides difficile 630
4916393,CD630_RS17230,CD630_32370,272563,Clostridioides difficile 630
4916392,CD630_RS17225,CD630_RS17225,272563,Clostridioides difficile 630
4916392,CD630_RS17225,CD630_32360,272563,Clostridioides difficile 630
4916391,CD630_RS17220,CD630_RS17220,272563,Clostridioides difficile 630
4916391,CD630_RS17220,CD630_32350,272563,Clostridioides difficile 630
4916390,CD630_RS17215,CD630_32340,272563,Clostridioides difficile 630
4916390,CD630_RS17215,CD630_RS17215,272563,Clostridioides difficile 630
4916389,CD630_RS17210,CD630_RS17210,272563,Clostridioides difficile 630
4916389,CD630_RS17210,CD630_32330,272563,Clostridioides difficile 630
4916388,CD630_RS06610,CD630_RS06610,272563,Clostridioides difficile 630
4916388,CD630_RS06610,CD630_11850,272563,Clostridioides difficile 630
4916387,fabF,fabF,272563,Clostridioides difficile 630
4916387,fabF,CD630_11840,272563,Clostridioides difficile 630
4916386,acpP,acpP,272563,Clostridioides difficile 630
4916386,acpP,CD630_11830,272563,Clostridioides difficile 630
4916385,fabG,CD630_11820,272563,Clostridioides difficile 630
4916385,fabG,fabG,272563,Clostridioides difficile 630
4916384,fabD,fabD,272563,Clostridioides difficile 630
4916384,fabD,CD630_11810,272563,Clostridioides difficile 630
4916383,fabK,fabK,272563,Clostridioides difficile 630
4916383,fabK,CD630_11800,272563,Clostridioides difficile 630
4916382,CD630_RS06580,CD630_RS06580,272563,Clostridioides difficile 630
4916382,CD630_RS06580,CD630_11790,272563,Clostridioides difficile 630
4916381,plsX,CD630_11780,272563,Clostridioides difficile 630
4916381,plsX,plsX,272563,Clostridioides difficile 630
4916380,fapR,CD630_11770,272563,Clostridioides difficile 630
4916380,fapR,fapR,272563,Clostridioides difficile 630
4916379,rpmF,rpmF,272563,Clostridioides difficile 630
4916379,rpmF,CD630_11761,272563,Clostridioides difficile 630
4916378,CD630_RS06560,CD630_11760,272563,Clostridioides difficile 630
4916378,CD630_RS06560,CD630_RS06560,272563,Clostridioides difficile 630
4916377,CD630_RS06555,CD630_11750,272563,Clostridioides difficile 630
4916377,CD630_RS06555,CD630_RS06555,272563,Clostridioides difficile 630
4916376,CD630_RS06550,CD630_11740,272563,Clostridioides difficile 630
4916376,CD630_RS06550,CD630_RS06550,272563,Clostridioides difficile 630
4916375,CD630_RS06545,CD630_RS06545,272563,Clostridioides difficile 630
4916375,CD630_RS06545,CD630_11730,272563,Clostridioides difficile 630
4916374,CD630_RS16525,CD630_31040,272563,Clostridioides difficile 630
4916374,CD630_RS16525,CD630_RS16525,272563,Clostridioides difficile 630
4916373,CD630_RS16520,CD630_31030,272563,Clostridioides difficile 630
4916373,CD630_RS16520,CD630_RS16520,272563,Clostridioides difficile 630
4916372,CD630_RS16515,CD630_RS16515,272563,Clostridioides difficile 630
4916372,CD630_RS16515,CD630_31020,272563,Clostridioides difficile 630
4916371,CD630_RS16510,CD630_RS16510,272563,Clostridioides difficile 630
4916371,CD630_RS16510,CD630_31010,272563,Clostridioides difficile 630
4916369,CD630_RS16505,CD630_31000,272563,Clostridioides difficile 630
4916369,CD630_RS16505,CD630_RS16505,272563,Clostridioides difficile 630
4916368,CD630_RS16500,CD630_30990,272563,Clostridioides difficile 630
4916368,CD630_RS16500,CD630_RS16500,272563,Clostridioides difficile 630
4916367,CD630_RS16495,CD630_30980,272563,Clostridioides difficile 630
4916367,CD630_RS16495,CD630_RS16495,272563,Clostridioides difficile 630
4916366,CD630_RS16490,CD630_RS16490,272563,Clostridioides difficile 630
4916366,CD630_RS16490,CD630_30970,272563,Clostridioides difficile 630
4916365,ascB,ascB,272563,Clostridioides difficile 630
4916365,ascB,CD630_30960,272563,Clostridioides difficile 630
4916364,CD630_RS16480,CD630_30950,272563,Clostridioides difficile 630
4916364,CD630_RS16480,CD630_RS16480,272563,Clostridioides difficile 630
4916363,CD630_RS08195,CD630_RS08195,272563,Clostridioides difficile 630
4916363,CD630_RS08195,CD630_14960,272563,Clostridioides difficile 630
4916362,proC,CD630_14950,272563,Clostridioides difficile 630
4916362,proC,proC,272563,Clostridioides difficile 630
4916361,CD630_RS08185,CD630_RS08185,272563,Clostridioides difficile 630
4916361,CD630_RS08185,CD630_14940,272563,Clostridioides difficile 630
4916360,CD630_RS08180,CD630_14930,272563,Clostridioides difficile 630
4916360,CD630_RS08180,CD630_RS08180,272563,Clostridioides difficile 630
4916359,CD630_RS08175,CD630_14920,272563,Clostridioides difficile 630
4916359,CD630_RS08175,CD630_RS08175,272563,Clostridioides difficile 630
4916358,CD630_RS08170,CD630_RS08170,272563,Clostridioides difficile 630
4916358,CD630_RS08170,CD630_14910,272563,Clostridioides difficile 630
4916357,CD630_RS08165,CD630_RS08165,272563,Clostridioides difficile 630
4916357,CD630_RS08165,CD630_14900,272563,Clostridioides difficile 630
4916356,CD630_RS08160,CD630_14890,272563,Clostridioides difficile 630
4916356,CD630_RS08160,CD630_RS08160,272563,Clostridioides difficile 630
4916354,CD630_RS08155,CD630_14880,272563,Clostridioides difficile 630
4916354,CD630_RS08155,CD630_RS08155,272563,Clostridioides difficile 630
4916353,CD630_RS08150,CD630_14870,272563,Clostridioides difficile 630
4916353,CD630_RS08150,CD630_RS08150,272563,Clostridioides difficile 630
4916352,CD630_RS08145,CD630_RS08145,272563,Clostridioides difficile 630
4916352,CD630_RS08145,CD630_14860,272563,Clostridioides difficile 630
4916351,CD630_RS08140,CD630_14850,272563,Clostridioides difficile 630
4916351,CD630_RS08140,CD630_RS08140,272563,Clostridioides difficile 630
4916350,CD630_RS08135,CD630_RS08135,272563,Clostridioides difficile 630
4916350,CD630_RS08135,CD630_14840,272563,Clostridioides difficile 630
4916349,CD630_RS11325,CD630_RS11325,272563,Clostridioides difficile 630
4916349,CD630_RS11325,CD630_20870,272563,Clostridioides difficile 630
4916348,CD630_RS11320,CD630_20860,272563,Clostridioides difficile 630
4916348,CD630_RS11320,CD630_RS11320,272563,Clostridioides difficile 630
4916347,dpaL,CD630_20850,272563,Clostridioides difficile 630
4916347,dpaL,dpaL,272563,Clostridioides difficile 630
4916346,CD630_RS11310,CD630_20840,272563,Clostridioides difficile 630
4916346,CD630_RS11310,CD630_RS11310,272563,Clostridioides difficile 630
4916345,hydA,CD630_20830,272563,Clostridioides difficile 630
4916345,hydA,hydA,272563,Clostridioides difficile 630
4916344,CD630_RS11300,CD630_RS11300,272563,Clostridioides difficile 630
4916344,CD630_RS11300,CD630_20820,272563,Clostridioides difficile 630
4916343,CD630_RS11295,CD630_RS11295,272563,Clostridioides difficile 630
4916343,CD630_RS11295,CD630_20810,272563,Clostridioides difficile 630
4916342,CD630_RS11290,CD630_20800,272563,Clostridioides difficile 630
4916342,CD630_RS11290,CD630_RS11290,272563,Clostridioides difficile 630
4916341,CD630_RS11285,CD630_20790,272563,Clostridioides difficile 630
4916341,CD630_RS11285,CD630_RS11285,272563,Clostridioides difficile 630
4916340,CD630_RS11280,CD630_RS11280,272563,Clostridioides difficile 630
4916340,CD630_RS11280,CD630_20780,272563,Clostridioides difficile 630
4916339,CD630_RS11275,CD630_RS11275,272563,Clostridioides difficile 630
4916339,CD630_RS11275,CD630_20770,272563,Clostridioides difficile 630
4916338,CD630_RS11270,CD630_20760,272563,Clostridioides difficile 630
4916338,CD630_RS11270,CD630_RS11270,272563,Clostridioides difficile 630
4916337,CD630_RS11265,CD630_20750,272563,Clostridioides difficile 630
4916337,CD630_RS11265,CD630_RS11265,272563,Clostridioides difficile 630
4916336,CD630_RS11260,CD630_20740,272563,Clostridioides difficile 630
4916336,CD630_RS11260,CD630_RS11260,272563,Clostridioides difficile 630
4916335,CD630_RS04740,CD630_08310,272563,Clostridioides difficile 630
4916335,CD630_RS04740,CD630_RS04740,272563,Clostridioides difficile 630
4916334,CD630_RS04735,CD630_08300,272563,Clostridioides difficile 630
4916334,CD630_RS04735,CD630_RS04735,272563,Clostridioides difficile 630
4916333,CD630_RS04730,CD630_RS04730,272563,Clostridioides difficile 630
4916333,CD630_RS04730,CD630_08290,272563,Clostridioides difficile 630
4916332,CD630_RS04725,CD630_08280,272563,Clostridioides difficile 630
4916332,CD630_RS04725,CD630_RS04725,272563,Clostridioides difficile 630
4916331,CD630_RS04720,CD630_08270,272563,Clostridioides difficile 630
4916331,CD630_RS04720,CD630_RS04720,272563,Clostridioides difficile 630
4916330,CD630_RS04715,CD630_08260,272563,Clostridioides difficile 630
4916330,CD630_RS04715,CD630_RS04715,272563,Clostridioides difficile 630
4916329,CD630_RS04710,CD630_RS04710,272563,Clostridioides difficile 630
4916329,CD630_RS04710,CD630_08250,272563,Clostridioides difficile 630
4916328,CD630_RS04705,CD630_08240,272563,Clostridioides difficile 630
4916328,CD630_RS04705,CD630_RS04705,272563,Clostridioides difficile 630
4916327,CD630_RS04700,CD630_RS04700,272563,Clostridioides difficile 630
4916327,CD630_RS04700,CD630_08230,272563,Clostridioides difficile 630
4916326,CD630_RS04695,CD630_08220,272563,Clostridioides difficile 630
4916326,CD630_RS04695,CD630_RS04695,272563,Clostridioides difficile 630
4916325,CD630_RS04690,CD630_08210,272563,Clostridioides difficile 630
4916325,CD630_RS04690,CD630_RS04690,272563,Clostridioides difficile 630
4916324,CD630_RS04685,CD630_RS04685,272563,Clostridioides difficile 630
4916324,CD630_RS04685,CD630_08200,272563,Clostridioides difficile 630
4916323,CD630_RS04680,CD630_RS04680,272563,Clostridioides difficile 630
4916323,CD630_RS04680,CD630_08190,272563,Clostridioides difficile 630
4916322,CD630_RS17090,CD630_32100,272563,Clostridioides difficile 630
4916322,CD630_RS17090,CD630_RS17090,272563,Clostridioides difficile 630
4916321,CD630_RS17085,CD630_RS17085,272563,Clostridioides difficile 630
4916321,CD630_RS17085,CD630_32090,272563,Clostridioides difficile 630
4916320,CD630_RS17080,CD630_32080,272563,Clostridioides difficile 630
4916320,CD630_RS17080,CD630_RS17080,272563,Clostridioides difficile 630
4916319,CD630_RS17075,CD630_RS17075,272563,Clostridioides difficile 630
4916319,CD630_RS17075,CD630_32070,272563,Clostridioides difficile 630
4916318,CD630_RS17070,CD630_32060,272563,Clostridioides difficile 630
4916318,CD630_RS17070,CD630_RS17070,272563,Clostridioides difficile 630
4916317,CD630_RS17065,CD630_RS17065,272563,Clostridioides difficile 630
4916317,CD630_RS17065,CD630_32050,272563,Clostridioides difficile 630
4916316,CD630_RS17055,CD630_32040,272563,Clostridioides difficile 630
4916316,CD630_RS17055,CD630_RS17055,272563,Clostridioides difficile 630
4916315,CD630_RS17050,CD630_RS17050,272563,Clostridioides difficile 630
4916315,CD630_RS17050,CD630_32030,272563,Clostridioides difficile 630
4916314,CD630_RS17045,CD630_32020,272563,Clostridioides difficile 630
4916314,CD630_RS17045,CD630_RS17045,272563,Clostridioides difficile 630
4916313,CD630_RS17040,CD630_32010,272563,Clostridioides difficile 630
4916313,CD630_RS17040,CD630_RS17040,272563,Clostridioides difficile 630
4916312,CD630_RS17035,CD630_32000,272563,Clostridioides difficile 630
4916312,CD630_RS17035,CD630_RS17035,272563,Clostridioides difficile 630
4916311,CD630_RS17030,CD630_31990,272563,Clostridioides difficile 630
4916311,CD630_RS17030,CD630_RS17030,272563,Clostridioides difficile 630
4916310,cme,cme,272563,Clostridioides difficile 630
4916310,cme,CD630_31980,272563,Clostridioides difficile 630
4916309,CD630_RS17020,CD630_31970,272563,Clostridioides difficile 630
4916309,CD630_RS17020,CD630_RS17020,272563,Clostridioides difficile 630
4916308,CD630_RS17015,CD630_RS17015,272563,Clostridioides difficile 630
4916308,CD630_RS17015,CD630_31960,272563,Clostridioides difficile 630
4916307,CD630_RS16275,CD630_RS16275,272563,Clostridioides difficile 630
4916307,CD630_RS16275,CD630_30540,272563,Clostridioides difficile 630
4916306,CD630_RS16270,CD630_30530,272563,Clostridioides difficile 630
4916306,CD630_RS16270,CD630_RS16270,272563,Clostridioides difficile 630
4916305,CD630_RS16265,CD630_30510,272563,Clostridioides difficile 630
4916305,CD630_RS16265,CD630_RS16265,272563,Clostridioides difficile 630
4916304,CD630_RS16260,CD630_30500,272563,Clostridioides difficile 630
4916304,CD630_RS16260,CD630_RS16260,272563,Clostridioides difficile 630
4916303,CD630_RS16255,CD630_30490,272563,Clostridioides difficile 630
4916303,CD630_RS16255,CD630_RS16255,272563,Clostridioides difficile 630
4916302,CD630_RS16250,CD630_30480,272563,Clostridioides difficile 630
4916302,CD630_RS16250,CD630_RS16250,272563,Clostridioides difficile 630
4916301,CD630_RS16245,CD630_RS16245,272563,Clostridioides difficile 630
4916301,CD630_RS16245,CD630_30470,272563,Clostridioides difficile 630
4916300,murQ,CD630_30460,272563,Clostridioides difficile 630
4916300,murQ,murQ,272563,Clostridioides difficile 630
4916299,CD630_RS16235,CD630_RS16235,272563,Clostridioides difficile 630
4916299,CD630_RS16235,CD630_30450,272563,Clostridioides difficile 630
4916298,CD630_RS16230,CD630_RS16230,272563,Clostridioides difficile 630
